COMPANY NAME,Symbol,Company_Age,Log_Issue_Price,Range_Width_pct,Days_to_List,Revenue_CAGR,PAT_CAGR,Avg_Operating_Margin,Avg_ROE_pct,Avg_ROCE_pct,Avg_DE_pct,Avg_Interest_Coverage,Avg_Assets_Turnover,Log_Latest_Revenue
Awfis Space Solutions Limited,AWFIS,-0.7457627118644068,0.12678481562508367,-0.07768075153242938,-1.0,1.6455533650107712,3.917615239803026,-0.29015587074661864,-2.108101532722407,-0.8813312799452431,1.2758791869153998,-0.30910768875814726,-0.4511620347797822,-0.07727588901298879
Azad Engineering Limited,AZAD,1.3559322033898304,0.3965017666755688,-0.5705283933268079,0.0,0.6394450701808516,0.4067201420132026,1.2386733741589495,-0.4024815505636202,-0.3171971252566735,0.43381930292104326,-0.08969256503431959,-0.6565902811636599,-0.7280251108602297
BLS E- Services Limited,BLSE,-0.8813559322033898,-0.7683638891827431,-1.4182723305771907,-0.3333333333333333,1.3609714049542898,0.8832245444225071,0.1477270099180779,-0.2507771740599571,-0.08635067305498499,-0.5639598683179181,2.910480475284075,0.03423804106397961,-0.8546133261802399
BMW Ventures Limited,BMWVENTLTD,0.6101694915254238,-1.033535181210187,0.15510838885328143,-0.3333333333333333,-0.5827163805558712,-0.4183702496997213,-0.6077060612370982,0.1483253588516747,0.7092231348391513,1.5238281862360874,-0.1570629289957893,3.4753778644563624,0.18772138368520663
Baazar Style Retail Limited,STYLEBAAZA,-0.6779661016949152,0.14015544895723434,-0.2763241991653745,-1.0,0.6631536123697273,8.157117662686192,-0.4195653204415547,-0.9120914767658747,-0.7299281314168379,1.2447092020692903,-0.27980619484339847,-0.04290589956118956,0.03577781171114027
Bajaj Housing Finance Limited,BAJAJHFL,-0.3389830508474576,-1.328894910669043,1.8783348910866342,-0.3333333333333333,0.6463516152272278,0.2434342674292502,1.1759642757499615,-0.19819965939502077,0.0,0.0,0.0,0.0,1.0655111282716534
Bansal Wire Industries Limited,BANSALWIRE,1.2203389830508475,-0.21952151818665278,0.22681193726482682,-0.3333333333333333,-0.21178193752663985,0.08220735705344016,-0.46729677732924013,0.14962290163003802,0.056793292265571574,0.9567852850499036,-0.07123493107227315,1.8761579717211112,0.6271704083691425
Belrise Industries Limited,BELRISE,0.4745762711864407,-1.1148676336797712,1.466258988378653,-0.3333333333333333,-0.30274285160392417,-0.15634042863140232,-0.2148403675154994,-0.18189927824182958,-0.2269849418206708,0.7695302293985475,-0.19605468074061252,0.34194701771493563,1.2354137167230967
Bharti Hexacom Limited,BHARTIHEXA,0.5423728813559322,0.4689345998211799,-0.203732827858944,0.3333333333333333,-0.33092429096883946,-0.48179470099341964,0.6858980326770002,0.6730192198524045,-0.3319815195071869,1.1791555625228618,-0.190286670127473,-0.6227856330245408,1.2322824304878275
Bikaji Foods International Limited,BIKAJI,0.5423728813559322,-0.08323464703293076,0.023993328900743828,1.0,-0.22296192862621295,0.19632707390027532,-0.1078378882077686,-0.08588111264293254,-0.06011293634496929,-0.37994460991795986,0.8771413739401281,0.7372013651877132,0.3977034994329733
Billionbrains Garage Ventures Limited,GROWW,-1.0169491525423728,-1.024954129565673,0.023993328900743828,-0.3333333333333333,2.2168841752986053,8.157117662686192,0.4083366697332414,-1.0363311977941774,0.08858658453114293,-0.5585123060040758,-0.48500317240583724,-0.7989598569803348,0.6074495261914353
Blue Jet Healthcare Limited,BLUEJET,2.3728813559322033,0.03940952606256666,-0.20110015552644916,-0.3333333333333333,-0.5937046838650484,-0.33940507577282014,1.4621123388971016,0.734490308977374,0.9004620123203286,-0.532580864294299,7.586722039568553,-0.1573216317243621,-0.40151908252401386
BlueStone Jewellery and Lifestyle Limited,BLUESTONE,-0.5423728813559322,0.3849259073001202,-0.40282803647667104,0.0,1.4790293535901635,1.493729082976475,-4.55492323971984,1.9259589652096345,-1.512542778918549,-0.5639598683179181,-0.48500317240583724,-0.3757516658540548,0.24993412603910786
